#clustering method	cluster number	cluster color	gene count	protein name	protein identifier	protein description
MCL	84	Medium Purple 6	1	DNM1	9606.ENSP00000362014	Dynamin-1; Microtubule-associated force-producing protein involved in producing microtubule bundles and able to bind and hydrolyze GTP. Most probably involved in vesicular trafficking processes. Involved in receptor-mediated endocytosis; Pleckstrin homology domain containing
MCL	85	Medium Purple 7	1	SH3GL2	9606.ENSP00000369981	Endophilin-A1; Implicated in synaptic vesicle endocytosis. May recruit other proteins to membranes with high curvature. Required for BDNF-dependent dendrite outgrowth. Cooperates with SH3GL2 to mediate BDNF-NTRK2 early endocytic trafficking and signaling from early endosomes; N-BAR domain containing
MCL	86	Medium Purple 8	1	CTSB	9606.ENSP00000345672	Cathepsin B; Thiol protease which is believed to participate in intracellular degradation and turnover of proteins. Has also been implicated in tumor invasion and metastasis; Cathepsins
MCL	87	Medium Purple 9	1	MAP1B	9606.ENSP00000296755	Microtubule-associated protein 1B; Facilitates tyrosination of alpha-tubulin in neuronal microtubules (By similarity). Phosphorylated MAP1B may play a role in the cytoskeletal changes that accompany neurite extension. Possibly MAP1B binds to at least two tubulin subunits in the polymer, and this bridging of subunits might be involved in nucleating microtubule polymerization and in stabilizing microtubules. Acts as a positive cofactor in DAPK1-mediated autophagic vesicle formation and membrane blebbing; Protein phosphatase 1 regulatory subunits
MCL	88	Medium Purple 10	1	RAB1A	9606.ENSP00000387286	RAB1A, member RAS oncogene family; Ras-related protein Rab-1A; The small GTPases Rab are key regulators of intracellular membrane trafficking, from the formation of transport vesicles to their fusion with membranes. Rabs cycle between an inactive GDP-bound form and an active GTP-bound form that is able to recruit to membranes different sets of downstream effectors directly responsible for vesicle formation, movement, tethering and fusion. RAB1A regulates vesicular protein transport from the endoplasmic reticulum (ER) to the Golgi compartment and on to the cell surface, and plays a role [...] 
MCL	89	Orchid 13	1	TFRC	9606.ENSP00000353224	Transferrin receptor protein 1; Cellular uptake of iron occurs via receptor-mediated endocytosis of ligand-occupied transferrin receptor into specialized endosomes. Endosomal acidification leads to iron release. The apotransferrin-receptor complex is then recycled to the cell surface with a return to neutral pH and the concomitant loss of affinity of apotransferrin for its receptor. Transferrin receptor is necessary for development of erythrocytes and the nervous system (By similarity). A second ligand, the heditary hemochromatosis protein HFE, competes for binding with transferrin for [...] 
MCL	90	Orchid 12	1	VAPA	9606.ENSP00000345656	Vesicle-associated membrane protein-associated protein A; VAMP associated protein A
MCL	91	Orchid 11	1	SEC22B	9606.ENSP00000463393	Vesicle-trafficking protein SEC22b; SNARE involved in targeting and fusion of ER-derived transport vesicles with the Golgi complex as well as Golgi-derived retrograde transport vesicles with the ER; Belongs to the synaptobrevin family
MCL	92	Orchid 10	1	NUCB1	9606.ENSP00000385923	Nucleobindin-1; Major calcium-binding protein of the Golgi. May have a role in calcium homeostasis (By similarity); Belongs to the nucleobindin family
MCL	93	Orchid 8	1	ITIH4	9606.ENSP00000266041	Inter-alpha-trypsin inhibitor heavy chain family member 4; Inter-alpha-trypsin inhibitor heavy chain H4; Type II acute-phase protein (APP) involved in inflammatory responses to trauma. May also play a role in liver development or regeneration
MCL	94	Orchid 6	1	RUVBL1	9606.ENSP00000318297	RuvB-like 1; May be able to bind plasminogen at cell surface and enhance plasminogen activation; AAA ATPases
MCL	95	Orchid 3	1	ACOT7	9606.ENSP00000367086	Cytosolic acyl coenzyme A thioester hydrolase; Acyl-CoA thioesterases are a group of enzymes that catalyze the hydrolysis of acyl-CoAs to the free fatty acid and coenzyme A (CoASH), providing the potential to regulate intracellular levels of acyl-CoAs, free fatty acids and CoASH. May play an important physiological function in brain. May play a regulatory role by modulating the cellular levels of fatty acyl- CoA ligands for certain transcription factors as well as the substrates for fatty acid metabolizing enzymes, contributing to lipid homeostasis. Has broad specificity, active toward [...] 
MCL	96	Violet 8	1	SRI	9606.ENSP00000265729	Sorcin; Calcium-binding protein that modulates excitation- contraction coupling in the heart. Contributes to calcium homeostasis in the heart sarcoplasmic reticulum. Modulates the activity of RYR2 calcium channels; EF-hand domain containing
MCL	97	Violet 6	1	SEPT2	9606.ENSP00000479861	Septin-2; Filament-forming cytoskeletal GTPase. Forms a filamentous structure with SEPT12, SEPT6, SEPT2 and probably SEPT4 at the sperm annulus which is required for the structural integrity and motility of the sperm tail during postmeiotic differentiation. Required for normal organization of the actin cytoskeleton. Plays a role in the biogenesis of polarized columnar-shaped epithelium by maintaining polyglutamylated microtubules, thus facilitating efficient vesicle transport, and by impeding MAP4 binding to tubulin. Required for the progression through mitosis. Forms a scaffold at the [...] 
MCL	98	Violet 4	1	DPYSL2	9606.ENSP00000309539	Dihydropyrimidinase-related protein 2; Plays a role in neuronal development and polarity, as well as in axon growth and guidance, neuronal growth cone collapse and cell migration. Necessary for signaling by class 3 semaphorins and subsequent remodeling of the cytoskeleton. May play a role in endocytosis; Belongs to the metallo-dependent hydrolases superfamily. Hydantoinase/dihydropyrimidinase family
MCL	99	Violet 2	1	GRIA2	9606.ENSP00000296526	Glutamate ionotropic receptor ampa type subunit 2; Glutamate receptor 2; Receptor for glutamate that functions as ligand-gated ion channel in the central nervous system and plays an important role in excitatory synaptic transmission. L-glutamate acts as an excitatory neurotransmitter at many synapses in the central nervous system. Binding of the excitatory neurotransmitter L- glutamate induces a conformation change, leading to the opening of the cation channel, and thereby converts the chemical signal to an electrical impulse. The receptor then desensitizes rapidly and enters a transie [...] 
MCL	100	Violet	1	NCAM1	9606.ENSP00000480132	Neural cell adhesion molecule 1; This protein is a cell adhesion molecule involved in neuron-neuron adhesion, neurite fasciculation, outgrowth of neurites, etc; CD molecules
MCL	101	Violet 3	1	NLGN3	9606.ENSP00000351591	Neuroligin-3; Cell surface protein involved in cell-cell-interactions via its interactions with neurexin family members. Plays a role in synapse function and synaptic signal transmission, and may mediate its effects by clustering other synaptic proteins. May promote the initial formation of synapses, but is not essential for this. May also play a role in glia-glia or glia-neuron interactions in the developing peripheral nervous system (By similarity); Neuroligins
MCL	102	Violet 5	1	RAB18	9606.ENSP00000478479	Ras-related protein Rab-18; RAB18, member RAS oncogene family
MCL	103	Violet 7	1	SLC2A1	9606.ENSP00000416293	Solute carrier family 2, facilitated glucose transporter member 1; Facilitative glucose transporter. This isoform may be responsible for constitutive or basal glucose uptake. Has a very broad substrate specificity; can transport a wide range of aldoses including both pentoses and hexoses; Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family. Glucose transporter subfamily
MCL	104	Orchid 4	1	SDCBP	9606.ENSP00000260130	Syntenin-1; Multifunctional adapter protein involved in diverse array of functions including trafficking of transmembrane proteins, neuro and immunomodulation, exosome biogenesis, and tumorigenesis. Positively regulates TGFB1- mediated SMAD2/3 activation and TGFB1-induced epithelial-to- mesenchymal transition (EMT) and cell migration in various cell types. May increase TGFB1 signaling by enhancing cell-surface expression of TGFR1 by preventing the interaction between TGFR1 and CAV1 and subsequent CAV1-dependent internalization and degradation of TGFR1. In concert with SDC1/4 and PDCD6I [...] 
MCL	105	Orchid	1	TUBA4A	9606.ENSP00000248437	Tubulin alpha-4A chain; Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain; Tubulins
MCL	106	Orchid 2	1	ARCN1	9606.ENSP00000264028	Coatomer subunit delta; Component of the coatomer, a cytosolic protein complex that binds to dilysine motifs and reversibly associates with Golgi non-clathrin-coated vesicles, which further mediate biosynthetic protein transport from the ER, via the Golgi up to the trans Golgi network. The coatomer complex is required for budding from Golgi membranes, and is essential for the retrograde Golgi-to-ER transport of dilysine-tagged proteins. In mammals, the coatomer can only be recruited by membranes associated to ADP-ribosylation factors (ARFs), which are small GTP-binding proteins; the co [...] 
MCL	107	Orchid 5	1	LRP1	9606.ENSP00000243077	Prolow-density lipoprotein receptor-related protein 1; Endocytic receptor involved in endocytosis and in phagocytosis of apoptotic cells. Required for early embryonic development. Involved in cellular lipid homeostasis. Involved in the plasma clearance of chylomicron remnants and activated LRPAP1 (alpha 2-macroglobulin), as well as the local metabolism of complexes between plasminogen activators and their endogenous inhibitors. May modulate cellular events, such as APP metabolism, kinase-dependent intracellular signaling, neuronal calcium signaling as well as neurotransmission. Acts as [...] 
MCL	108	Orchid 7	1	CKB	9606.ENSP00000299198	Creatine kinase B-type; Reversibly catalyzes the transfer of phosphate between ATP and various phosphogens (e.g. creatine phosphate). Creatine kinase isoenzymes play a central role in energy transduction in tissues with large, fluctuating energy demands, such as skeletal muscle, heart, brain and spermatozoa
MCL	109	Orchid 9	1	LAP3	9606.ENSP00000226299	Cytosol aminopeptidase; Presumably involved in the processing and regular turnover of intracellular proteins. Catalyzes the removal of unsubstituted N-terminal amino acids from various peptides; Belongs to the peptidase M17 family
MCL	110	Hot Pink 6	1	PCBP1	9606.ENSP00000305556	Poly(rC)-binding protein 1; Single-stranded nucleic acid binding protein that binds preferentially to oligo dC. In case of infection by poliovirus, plays a role in initiation of viral RNA replication in concert with the viral protein 3CD
MCL	111	Hot Pink 3	1	ADAM10	9606.ENSP00000260408	Disintegrin and metalloproteinase domain-containing protein 10; Cleaves the membrane-bound precursor of TNF-alpha at '76-Ala-|-Val-77' to its mature soluble form. Responsible for the proteolytical release of soluble JAM3 from endothelial cells surface. Responsible for the proteolytic release of several other cell-surface proteins, including heparin-binding epidermal growth-like factor, ephrin-A2, CD44, CDH2 and for constitutive and regulated alpha-secretase cleavage of amyloid precursor protein (APP). Contributes to the normal cleavage of the cellular prion protein. Involved in the cle [...] 
MCL	112	Hot Pink 2	1	SLC4A1	9606.ENSP00000262418	Solute carrier family 4 member 1 (diego blood group); Band 3 anion transport protein; Functions both as a transporter that mediates electroneutral anion exchange across the cell membrane and as a structural protein. Major integral membrane glycoprotein of the erythrocyte membrane; required for normal flexibility and stability of the erythrocyte membrane and for normal erythrocyte shape via the interactions of its cytoplasmic domain with cytoskeletal proteins, glycolytic enzymes, and hemoglobin. Functions as a transporter that mediates the 1:1 exchange of inorganic anions across the ery [...] 
